Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill,physics_kwh,physics_bill,ratio,target_bill,ac_kwh,temperature,cooling_degree_days,season,month_sin,month_cos,ac_ratio,high_ac_usage,total_hours,avg_hours_per_device,log_tariff,ac_temp_interaction,temp_ac_interaction,usage_intensity
8,21.0,3.0,6.0,1.0,0,4,Nagpur,TransRail Lighting,345,8.9,3070.5,265.2,2360.28,1.3,3070.5,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.5090497737556561,1,39.0,6.5,2.2925347571405443,810.0,810.0,22.099999999999998
9,17.0,2.0,13.0,1.0,0,6,Navi Mumbai,Unitech Power Transmission Ltd.,316,9.3,2938.8,225.3,2095.2900000000004,1.3,2938.8,90.0,38,14,2,1.2246467991473532e-16,-1.0,0.3994673768308921,0,42.0,7.0,2.33214389523559,1260.0,1260.0,18.775000000000002
16,23.0,3.0,5.0,1.0,0,5,New Delhi,Optibelt Power Transmission India Private Limited,399,8.5,3391.5,288.0,2448.0,1.3,3391.5,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.46875,1,48.0,8.0,2.2512917986064953,1890.0,1890.0,14.4
23,22.0,3.0,7.0,1.0,0,2,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,434,8.5,3689.0,304.2,2585.7,1.3,3689.0,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4437869822485207,1,56.0,9.333333333333334,2.2512917986064953,0.0,0.0,11.266666666666666
8,18.0,3.0,3.0,1.0,0,3,Mumbai,Unitech Power Transmission Ltd.,273,9.2,2511.6,242.7,2232.8399999999997,1.1248454882571077,2511.6,135.0,30,6,1,1.0,6.123233995736766e-17,0.5562422744128555,1,33.0,5.5,2.322387720290225,810.0,810.0,20.224999999999998
7,19.0,3.0,20.0,1.0,0,6,Kolkata,Ringfeder Power Transmission India Pvt. Ltd.,421,8.7,3662.7,296.1,2576.07,1.3,3662.7,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.4559270516717325,1,50.0,8.333333333333334,2.272125885509337,1890.0,1890.0,26.91818181818182
5,23.0,3.0,6.0,1.0,0,3,Faridabad,Jaiprakash Power,348,8.1,2818.8,267.9,2169.99,1.2989921612541995,2818.8,135.0,30,6,1,1.0,6.123233995736766e-17,0.503919372900336,1,38.0,6.333333333333333,2.2082744135228043,810.0,810.0,29.766666666666666
17,22.0,3.0,12.0,1.0,0,4,Chennai,Adani Power Ltd.,445,8.8,3916.000000000001,306.6,2698.0800000000004,1.3,3916.000000000001,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.44031311154598823,1,55.0,9.166666666666666,2.2823823856765264,810.0,810.0,14.600000000000001
5,17.0,3.0,9.0,1.0,0,7,Dahej,Optibelt Power Transmission India Private Limited,295,7.6,2242.0,249.9,1899.24,1.1804721888755503,2242.0,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.5402160864345739,1,35.0,5.833333333333333,2.151762203259462,1080.0,1080.0,27.766666666666666
5,19.0,3.0,9.0,1.0,0,8,Noida,Kalpataru Power,361,8.2,2960.2,258.9,2122.9799999999996,1.3,2960.2,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.5214368482039398,1,37.0,6.166666666666667,2.2192034840549946,1080.0,1080.0,28.766666666666666
7,22.0,2.0,12.0,7.0,0,2,Chennai,Kalpataru Power,356,8.8,3132.8,246.0,2164.8,1.3,3132.8,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.36585365853658536,0,50.0,8.333333333333334,2.2823823856765264,0.0,0.0,24.6
19,23.0,3.0,7.0,1.0,0,6,Noida,Ringfeder Power Transmission India Pvt. Ltd.,412,8.2,3378.4,300.3,2462.46,1.3,3378.4,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.44955044955044954,1,53.0,8.833333333333334,2.2192034840549946,1890.0,1890.0,13.056521739130435
9,22.0,3.0,6.0,1.0,0,12,Ratnagiri,Optibelt Power Transmission India Private Limited,376,7.4,2782.4,271.8,2011.3200000000002,1.3,2782.4,135.0,20,0,0,-2.4492935982947064e-16,1.0,0.4966887417218543,1,41.0,6.833333333333333,2.128231705849268,0.0,0.0,20.907692307692308
11,23.0,3.0,17.0,1.0,0,6,Vadodara,GE T&D India Limited,447,7.8,3486.6,313.5,2445.2999999999997,1.3,3486.6,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.430622009569378,1,55.0,9.166666666666666,2.174751721484161,1890.0,1890.0,20.9
10,19.0,3.0,9.0,1.0,0,11,Ahmedabad,Guj Ind Power,308,7.9,2433.2000000000003,269.4,2128.2599999999998,1.1432813659985155,2433.2000000000003,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.5011135857461025,1,42.0,7.0,2.186051276738094,540.0,540.0,19.24285714285714
12,22.0,3.0,4.0,1.0,0,3,Faridabad,Jyoti Structure,358,8.1,2899.8,272.1,2204.01,1.3,2899.8,135.0,30,6,1,1.0,6.123233995736766e-17,0.496141124586549,1,42.0,7.0,2.2082744135228043,810.0,810.0,17.00625
12,22.0,3.0,16.0,1.0,0,4,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,425,8.8,3740.000000000001,308.1,2711.28,1.3,3740.000000000001,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.43816942551119764,1,54.0,9.0,2.2823823856765264,810.0,810.0,19.25625
8,18.0,3.0,3.0,1.0,0,7,Vadodara,Optibelt Power Transmission India Private Limited,281,7.8,2191.8,242.7,1893.06,1.1578079934074992,2191.8,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.5562422744128555,1,33.0,5.5,2.174751721484161,1080.0,1080.0,20.224999999999998
14,23.0,3.0,7.0,1.0,0,8,Hyderabad,Indowind Energy,432,8.4,3628.8,289.8,2434.32,1.3,3628.8,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.4658385093167702,1,48.0,8.0,2.2407096892759584,1080.0,1080.0,16.1
5,22.0,3.0,3.0,1.0,0,3,Mumbai,KEC International,304,9.2,2796.8,254.4,2340.48,1.1949685534591197,2796.8,135.0,30,6,1,1.0,6.123233995736766e-17,0.5306603773584906,1,34.0,5.666666666666667,2.322387720290225,810.0,810.0,28.266666666666666
10,19.0,3.0,15.0,1.0,0,4,Noida,Kalpataru Power,411,8.2,3370.2,287.4,2356.68,1.3,3370.2,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.4697286012526096,1,48.0,8.0,2.2192034840549946,810.0,810.0,20.52857142857143
7,19.0,3.0,19.0,1.0,0,5,Gurgaon,TransRail Lighting,406,8.3,3369.8,293.1,2432.7300000000005,1.3,3369.8,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.4605936540429887,1,49.0,8.166666666666666,2.2300144001592104,1890.0,1890.0,26.645454545454548
10,20.0,2.0,4.0,1.0,0,12,New Delhi,CESC,304,8.5,2584.0,213.9,1818.15,1.3,2584.0,90.0,20,0,0,-2.4492935982947064e-16,1.0,0.42075736325385693,1,37.0,6.166666666666667,2.2512917986064953,0.0,0.0,16.453846153846154
13,23.0,3.0,8.0,1.0,0,4,Ratnagiri,Torrent Power Ltd.,430,7.4,3182.0,290.7,2151.18,1.3,3182.0,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.4643962848297214,1,48.0,8.0,2.128231705849268,810.0,810.0,17.099999999999998
9,21.0,3.0,19.0,1.0,0,10,Nagpur,Kalpataru Power,446,8.9,3969.4,306.3,2726.07,1.3,3969.4,135.0,28,4,3,-0.8660254037844386,0.5000000000000001,0.44074436826640545,1,53.0,8.833333333333334,2.2925347571405443,540.0,540.0,23.56153846153846
6,20.0,3.0,13.0,1.0,0,10,Dahej,CESC,376,7.6,2857.6,277.5,2109.0,1.3,2857.6,135.0,28,4,3,-0.8660254037844386,0.5000000000000001,0.4864864864864865,1,43.0,7.166666666666667,2.151762203259462,540.0,540.0,27.75
10,18.0,3.0,17.0,1.0,0,11,Shimla,Orient Green,398,7.7,3064.6,288.9,2224.5299999999997,1.3,3064.6,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.4672897196261683,1,49.0,8.166666666666666,2.163323025660538,540.0,540.0,20.635714285714283
11,22.0,3.0,14.0,1.0,0,2,Gurgaon,NTPC Pvt. Ltd.,435,8.3,3610.500000000001,300.0,2490.0,1.3,3610.500000000001,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.45,1,51.0,8.5,2.2300144001592104,0.0,0.0,20.0
8,19.0,3.0,3.0,1.0,0,7,Ahmedabad,Unitech Power Transmission Ltd.,304,7.9,2401.6,247.2,1952.88,1.2297734627831713,2401.6,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.5461165048543689,1,34.0,5.666666666666667,2.186051276738094,1080.0,1080.0,20.599999999999998
16,23.0,2.0,11.0,1.0,0,2,Noida,KEC International,391,8.2,3206.2,261.0,2140.2,1.3,3206.2,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.3448275862068966,0,53.0,8.833333333333334,2.2192034840549946,0.0,0.0,13.736842105263158
12,22.0,3.0,4.0,1.0,0,5,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),404,8.9,3595.6000000000004,272.1,2421.6900000000005,1.3,3595.6000000000004,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.496141124586549,1,42.0,7.0,2.2925347571405443,1890.0,1890.0,17.00625
14,23.0,3.0,5.0,1.0,0,7,Hyderabad,Torrent Power Ltd.,411,8.4,3452.4,283.8,2383.92,1.3,3452.4,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.47568710359408034,1,46.0,7.666666666666667,2.2407096892759584,1080.0,1080.0,15.766666666666667
8,22.0,3.0,9.0,1.0,0,11,Gurgaon,JSW Energy Ltd.,379,8.3,3145.7000000000003,278.7,2313.21,1.3,3145.7000000000003,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.48439181916038754,1,43.0,7.166666666666667,2.2300144001592104,540.0,540.0,23.224999999999998
8,17.0,3.0,12.0,7.0,0,2,Kolkata,Power Grid Corp,311,8.7,2705.7,270.6,2354.22,1.14929785661493,2705.7,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4988913525498891,1,47.0,7.833333333333333,2.272125885509337,0.0,0.0,22.55
21,22.0,3.0,6.0,1.0,0,2,Mumbai,L&T Transmission & Distribution,352,9.2,3238.4,297.0,2732.3999999999996,1.1851851851851853,3238.4,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.45454545454545453,1,53.0,8.833333333333334,2.322387720290225,0.0,0.0,11.88
6,17.0,3.0,8.0,1.0,0,10,Navi Mumbai,L&T Transmission & Distribution,335,9.3,3115.5000000000005,249.0,2315.7000000000003,1.3,3115.5000000000005,135.0,28,4,3,-0.8660254037844386,0.5000000000000001,0.5421686746987951,1,35.0,5.833333333333333,2.33214389523559,540.0,540.0,24.9
10,20.0,3.0,15.0,1.0,0,2,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,372,7.9,2938.8,291.9,2306.0099999999998,1.274409044193217,2938.8,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4624871531346352,1,49.0,8.166666666666666,2.186051276738094,0.0,0.0,20.849999999999998
7,19.0,1.0,3.0,1.0,0,9,Mumbai,Unitech Power Transmission Ltd.,199,9.2,1830.8,155.1,1426.9199999999998,1.283043197936815,1830.8,45.0,32,8,2,-1.0,-1.8369701987210297e-16,0.2901353965183753,0,31.0,5.166666666666667,2.322387720290225,360.0,360.0,17.233333333333334
8,17.0,3.0,5.0,1.0,0,2,Pune,Adani Power Ltd.,250,9.1,2275.0,244.2,2222.22,1.023751023751024,2275.0,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.5528255528255529,1,34.0,5.666666666666667,2.312535423847214,0.0,0.0,20.349999999999998
5,19.0,3.0,14.0,1.0,0,7,Kolkata,Sterlite Power Transmission Ltd,351,8.7,3053.7,273.9,2382.9299999999994,1.281489594742607,3053.7,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.49288061336254113,1,42.0,7.0,2.272125885509337,1080.0,1080.0,30.43333333333333
7,22.0,1.0,7.0,1.0,0,2,Hyderabad,NHPC,246,8.4,2066.4,180.6,1517.04,1.3,2066.4,45.0,20,0,0,0.8660254037844386,0.5000000000000001,0.24916943521594684,0,38.0,6.333333333333333,2.2407096892759584,0.0,0.0,20.066666666666666
5,17.0,3.0,15.0,1.0,0,9,Ratnagiri,NHPC,331,7.4,2449.4,267.9,1982.46,1.2355356476297126,2449.4,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.503919372900336,1,41.0,6.833333333333333,2.128231705849268,1080.0,1080.0,29.766666666666666
5,18.0,2.0,12.0,1.0,0,5,Noida,Kalpataru Power,322,8.2,2640.4,218.4,1790.8799999999999,1.3,2640.4,90.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.41208791208791207,1,38.0,6.333333333333333,2.2192034840549946,1260.0,1260.0,27.3
10,22.0,3.0,6.0,7.0,0,10,Gurgaon,Guj Ind Power,395,8.3,3278.5000000000005,279.3,2318.1900000000005,1.3,3278.5000000000005,135.0,28,4,3,-0.8660254037844386,0.5000000000000001,0.4833512352309345,1,48.0,8.0,2.2300144001592104,540.0,540.0,19.95
7,18.0,0.0,9.0,1.0,0,9,Vadodara,Reliance Energy,178,7.8,1388.4,123.6,964.0799999999999,1.3,1388.4,0.0,32,8,2,-1.0,-1.8369701987210297e-16,0.0,0,35.0,5.833333333333333,2.174751721484161,0.0,0.0,15.45
16,23.0,3.0,5.0,1.0,0,2,Gurgaon,Power Grid Corp,340,8.3,2822.0000000000005,288.0,2390.4,1.1805555555555558,2822.0000000000005,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.46875,1,48.0,8.0,2.2300144001592104,0.0,0.0,14.4
10,20.0,3.0,21.0,1.0,0,11,Noida,Power Grid Corp,446,8.2,3657.2,309.9,2541.1799999999994,1.3,3657.2,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.43562439496611816,1,55.0,9.166666666666666,2.2192034840549946,540.0,540.0,22.135714285714283
12,22.0,2.0,6.0,1.0,0,12,Mumbai,Reliance Energy,321,9.2,2953.2,233.1,2144.52,1.3,2953.2,90.0,20,0,0,-2.4492935982947064e-16,1.0,0.3861003861003861,0,43.0,7.166666666666667,2.322387720290225,0.0,0.0,15.54
9,20.0,3.0,11.0,1.0,0,11,Chennai,Ringfeder Power Transmission India Pvt. Ltd.,393,8.8,3458.4,277.8,2444.6400000000003,1.3,3458.4,135.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.48596112311015116,1,44.0,7.333333333333333,2.2823823856765264,540.0,540.0,21.36923076923077
6,22.0,2.0,19.0,1.0,0,2,Faridabad,Reliance Power,382,8.1,3094.2,259.5,2101.95,1.3,3094.2,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.3468208092485549,0,50.0,8.333333333333334,2.2082744135228043,0.0,0.0,28.833333333333332
10,21.0,2.0,7.0,1.0,0,2,Navi Mumbai,Jyoti Structure,281,9.3,2613.3,227.4,2114.82,1.23570800351803,2613.3,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.39577836411609496,0,41.0,6.833333333333333,2.33214389523559,0.0,0.0,17.492307692307694
23,22.0,3.0,3.0,1.0,0,2,Pune,Guj Ind Power,337,9.1,3066.7,292.2,2659.02,1.1533196440793976,3066.7,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4620123203285421,1,52.0,8.666666666666666,2.312535423847214,0.0,0.0,10.822222222222221
10,19.0,3.0,8.0,1.0,0,1,Navi Mumbai,Unitech Power Transmission Ltd.,378,9.3,3515.4,266.4,2477.52,1.3,3515.4,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.5067567567567568,1,41.0,6.833333333333333,2.33214389523559,0.0,0.0,19.02857142857143
10,17.0,1.0,13.0,1.0,0,8,Hyderabad,Bonfiglioli Transmission Pvt. Ltd.,266,8.4,2234.4,182.4,1532.16,1.3,2234.4,45.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.24671052631578946,0,42.0,7.0,2.2407096892759584,360.0,360.0,15.200000000000001
7,21.0,3.0,15.0,1.0,0,1,Vadodara,Optibelt Power Transmission India Private Limited,434,7.8,3385.2,290.1,2262.78,1.3,3385.2,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.46535677352637017,1,47.0,7.833333333333333,2.174751721484161,0.0,0.0,26.372727272727275
10,20.0,1.0,3.0,1.0,0,9,Hyderabad,NTPC Pvt. Ltd.,235,8.4,1974.0,165.9,1393.5600000000002,1.3,1974.0,45.0,32,8,2,-1.0,-1.8369701987210297e-16,0.27124773960216997,0,35.0,5.833333333333333,2.2407096892759584,360.0,360.0,13.825000000000001
13,23.0,3.0,3.0,1.0,0,2,Chennai,Orient Green,341,8.8,3000.8,275.7,2426.1600000000003,1.2368516503445774,3000.8,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4896626768226333,1,43.0,7.166666666666667,2.2823823856765264,0.0,0.0,16.21764705882353
11,22.0,3.0,12.0,1.0,0,3,Faridabad,NLC India,401,8.1,3248.1,294.0,2381.4,1.3,3248.1,135.0,30,6,1,1.0,6.123233995736766e-17,0.45918367346938777,1,49.0,8.166666666666666,2.2082744135228043,810.0,810.0,19.6
13,22.0,3.0,7.0,1.0,0,4,Gurgaon,Ringfeder Power Transmission India Pvt. Ltd.,408,8.3,3386.4,283.2,2350.56,1.3,3386.4,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.4766949152542373,1,46.0,7.666666666666667,2.2300144001592104,810.0,810.0,16.658823529411762
9,19.0,3.0,4.0,1.0,0,5,Shimla,SJVN Ltd.,344,7.7,2648.8,252.3,1942.71,1.3,2648.8,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.535077288941736,1,36.0,6.0,2.163323025660538,1890.0,1890.0,19.407692307692308
12,23.0,3.0,11.0,1.0,0,2,Faridabad,Kalpataru Power,409,8.1,3312.9,297.6,2410.56,1.3,3312.9,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4536290322580645,1,50.0,8.333333333333334,2.2082744135228043,0.0,0.0,18.6
21,23.0,3.0,9.0,1.0,0,9,Dahej,Adani Power Ltd.,454,7.6,3450.4,310.5,2359.7999999999997,1.3,3450.4,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.43478260869565216,1,57.0,9.5,2.151762203259462,1080.0,1080.0,12.42
8,19.0,2.0,4.0,1.0,0,3,Faridabad,SJVN Ltd.,278,8.1,2251.8,205.2,1662.12,1.3,2251.8,90.0,30,6,1,1.0,6.123233995736766e-17,0.4385964912280702,1,34.0,5.666666666666667,2.2082744135228043,540.0,540.0,18.654545454545453
12,23.0,2.0,5.0,1.0,0,3,Dahej,SJVN Ltd.,344,7.6,2614.4,234.6,1782.9599999999998,1.3,2614.4,90.0,30,6,1,1.0,6.123233995736766e-17,0.3836317135549872,0,43.0,7.166666666666667,2.151762203259462,540.0,540.0,15.639999999999999
6,20.0,1.0,3.0,1.0,0,8,Navi Mumbai,Tata Power Company Ltd.,211,9.3,1962.3,157.5,1464.75,1.3,1962.3,45.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.2857142857142857,0,31.0,5.166666666666667,2.33214389523559,360.0,360.0,19.6875
5,21.0,3.0,9.0,1.0,0,12,Noida,Adani Power Ltd.,366,8.2,3001.2,267.9,2196.7799999999997,1.3,3001.2,135.0,20,0,0,-2.4492935982947064e-16,1.0,0.503919372900336,1,39.0,6.5,2.2192034840549946,0.0,0.0,29.766666666666666
8,19.0,1.0,5.0,1.0,0,9,Gurgaon,Kalpataru Power,222,8.3,1842.6,163.2,1354.56,1.3,1842.6,45.0,32,8,2,-1.0,-1.8369701987210297e-16,0.2757352941176471,0,34.0,5.666666666666667,2.2300144001592104,360.0,360.0,16.32
10,19.0,3.0,9.0,1.0,0,3,Faridabad,Optibelt Power Transmission India Private Limited,331,8.1,2681.1,269.4,2182.14,1.228656273199703,2681.1,135.0,30,6,1,1.0,6.123233995736766e-17,0.5011135857461025,1,42.0,7.0,2.2082744135228043,810.0,810.0,19.24285714285714
5,20.0,3.0,4.0,1.0,0,2,Dahej,Torrent Power Ltd.,322,7.6,2447.2,248.4,1887.84,1.2962962962962963,2447.2,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.5434782608695652,1,33.0,5.5,2.151762203259462,0.0,0.0,27.6
15,22.0,3.0,13.0,1.0,0,1,Chennai,Orient Green,436,8.8,3836.8,305.4,2687.52,1.3,3836.8,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.4420432220039293,1,54.0,9.0,2.2823823856765264,0.0,0.0,16.073684210526313
15,22.0,2.0,3.0,1.0,0,7,Ratnagiri,Guj Ind Power,332,7.4,2456.8,230.4,1704.96,1.3,2456.8,90.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.390625,0,43.0,7.166666666666667,2.128231705849268,720.0,720.0,12.8
10,18.0,1.0,7.0,1.0,0,5,Shimla,Optibelt Power Transmission India Private Limited,245,7.7,1886.5,168.9,1300.53,1.3,1886.5,45.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.2664298401420959,0,37.0,6.166666666666667,2.163323025660538,630.0,630.0,14.075000000000001
21,22.0,3.0,3.0,1.0,0,4,Noida,Kalpataru Power,415,8.2,3402.9999999999995,288.0,2361.6,1.3,3402.9999999999995,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.46875,1,50.0,8.333333333333334,2.2192034840549946,810.0,810.0,11.52
10,20.0,3.0,9.0,1.0,0,2,Faridabad,Neueon Towers / Sujana Towers Ltd.,320,8.1,2592.0,273.9,2218.5899999999997,1.168309602044542,2592.0,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.49288061336254113,1,43.0,7.166666666666667,2.2082744135228043,0.0,0.0,19.564285714285713
7,20.0,2.0,6.0,1.0,0,6,Shimla,KEC International,249,7.7,1917.3,213.6,1644.72,1.1657303370786516,1917.3,90.0,38,14,2,1.2246467991473532e-16,-1.0,0.4213483146067416,1,36.0,6.0,2.163323025660538,1260.0,1260.0,21.36
7,17.0,1.0,16.0,1.0,0,11,Dahej,NLC India,256,7.6,1945.6,185.1,1406.76,1.3,1945.6,45.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.24311183144246354,0,42.0,7.0,2.151762203259462,180.0,180.0,20.566666666666666
5,23.0,3.0,18.0,1.0,0,4,New Delhi,Kalpataru Power,444,8.5,3774.0,303.9,2583.1499999999996,1.3,3774.0,135.0,30,6,1,0.8660254037844387,-0.4999999999999998,0.4442250740375124,1,50.0,8.333333333333334,2.2512917986064953,810.0,810.0,33.766666666666666
14,22.0,3.0,12.0,1.0,0,8,Noida,Reliance Power,446,8.2,3657.2,300.3,2462.46,1.3,3657.2,135.0,32,8,2,-0.8660254037844385,-0.5000000000000004,0.44955044955044954,1,52.0,8.666666666666666,2.2192034840549946,1080.0,1080.0,16.683333333333334
6,21.0,3.0,14.0,1.0,0,1,Hyderabad,Neueon Towers / Sujana Towers Ltd.,421,8.4,3536.4,285.0,2394.0,1.3,3536.4,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.47368421052631576,1,45.0,7.5,2.2407096892759584,0.0,0.0,28.5
6,18.0,3.0,4.0,1.0,0,5,Pune,Reliance Energy,291,9.1,2648.1,241.5,2197.65,1.2049689440993787,2648.1,135.0,38,14,1,0.49999999999999994,-0.8660254037844387,0.5590062111801242,1,32.0,5.333333333333333,2.312535423847214,1890.0,1890.0,24.15
5,23.0,3.0,22.0,1.0,0,2,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),413,8.5,3510.5,315.9,2685.1499999999996,1.3,3510.5,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.4273504273504274,1,54.0,9.0,2.2512917986064953,0.0,0.0,35.099999999999994
9,20.0,2.0,8.0,1.0,0,9,Navi Mumbai,Orient Green,283,9.3,2631.9,223.8,2081.34,1.2645218945487042,2631.9,90.0,32,8,2,-1.0,-1.8369701987210297e-16,0.40214477211796246,1,40.0,6.666666666666667,2.33214389523559,720.0,720.0,18.650000000000002
7,17.0,3.0,4.0,7.0,0,2,Pune,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",245,9.1,2229.5,244.5,2224.95,1.0020449897750512,2229.5,135.0,20,0,0,0.8660254037844386,0.5000000000000001,0.5521472392638037,1,38.0,6.333333333333333,2.312535423847214,0.0,0.0,22.227272727272727
9,18.0,2.0,10.0,1.0,0,11,Ratnagiri,Sterlite Power Transmission Ltd,313,7.4,2316.2000000000003,220.8,1633.92,1.3,2316.2000000000003,90.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.4076086956521739,1,40.0,6.666666666666667,2.128231705849268,360.0,360.0,18.400000000000002
7,21.0,2.0,8.0,1.0,0,1,Ahmedabad,Power Grid Corp,310,7.9,2449.0,224.1,1770.39,1.3,2449.0,90.0,20,0,0,0.49999999999999994,0.8660254037844387,0.40160642570281124,1,39.0,6.5,2.186051276738094,0.0,0.0,22.41
19,23.0,2.0,15.0,1.0,0,2,Ratnagiri,GE T&D India Limited,415,7.4,3071.0,279.3,2066.82,1.3,3071.0,90.0,20,0,0,0.8660254037844386,0.5000000000000001,0.32223415682062295,0,60.0,10.0,2.128231705849268,0.0,0.0,12.695454545454545
9,21.0,2.0,8.0,1.0,0,7,Ahmedabad,Optibelt Power Transmission India Private Limited,319,7.9,2520.1,228.3,1803.5700000000002,1.3,2520.1,90.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.39421813403416556,0,41.0,6.833333333333333,2.186051276738094,720.0,720.0,19.025000000000002
9,18.0,3.0,6.0,7.0,0,1,Hyderabad,Kalpataru Power,355,8.4,2982.0,259.2,2177.28,1.3,2982.0,135.0,20,0,0,0.49999999999999994,0.8660254037844387,0.5208333333333334,1,43.0,7.166666666666667,2.2407096892759584,0.0,0.0,19.93846153846154
5,17.0,3.0,8.0,1.0,0,7,Kolkata,Indowind Energy,285,8.7,2479.5,246.9,2148.0299999999997,1.1543134872417984,2479.5,135.0,32,8,2,-0.4999999999999997,-0.8660254037844388,0.5467800729040098,1,34.0,5.666666666666667,2.272125885509337,1080.0,1080.0,27.433333333333334
8,22.0,1.0,5.0,1.0,0,6,Vadodara,Power Grid Corp,248,7.8,1934.4,176.7,1378.26,1.3,1934.4,45.0,38,14,2,1.2246467991473532e-16,-1.0,0.2546689303904924,0,37.0,6.166666666666667,2.174751721484161,630.0,630.0,17.669999999999998
9,17.0,3.0,20.0,1.0,0,6,Pune,Guj Ind Power,434,9.1,3949.4,291.3,2650.83,1.3,3949.4,135.0,38,14,2,1.2246467991473532e-16,-1.0,0.4634397528321318,1,50.0,8.333333333333334,2.312535423847214,1890.0,1890.0,22.407692307692308
13,23.0,3.0,7.0,1.0,0,9,Dahej,Bonfiglioli Transmission Pvt. Ltd.,364,7.6,2766.4,287.7,2186.52,1.2652068126520681,2766.4,135.0,32,8,2,-1.0,-1.8369701987210297e-16,0.46923879040667366,1,47.0,7.833333333333333,2.151762203259462,1080.0,1080.0,16.923529411764704
8,19.0,1.0,6.0,1.0,0,11,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),246,9.2,2263.2,166.2,1529.0399999999997,1.3,2263.2,45.0,28,4,3,-0.5000000000000004,0.8660254037844384,0.27075812274368233,0,35.0,5.833333333333333,2.322387720290225,180.0,180.0,16.619999999999997
6,18.0,1.0,6.0,1.0,0,2,Chennai,NLC India,180,8.8,1584.0000000000002,157.5,1386.0,1.142857142857143,1584.0000000000002,45.0,20,0,0,0.8660254037844386,0.5000000000000001,0.2857142857142857,0,32.0,5.333333333333333,2.2823823856765264,0.0,0.0,19.6875
